worker_id,tag_id,time_step,timestamp_s,x,y,z,current_segment,position_reliability,reliability_status,status,tracking_status,visible_anchor_count,tracking_risk_score,mapping_method,mapping_confidence,continuity_score,flight_signal_reliability,source_trial,source_position_type
WORKER_03,TAG_003,4,24.003213999999993,173.96630073072657,15.131339019696613,-0.26550000056624423,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,5,5.000131999999998,197.09890085305287,-10.018648924186309,0.3784999932348727,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,5,15.001409999999996,198.8472972854639,-11.767044354554484,-0.02149998292326938,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,5,25.003213999999993,175.7146971631376,12.979468029102813,0.26550007715821256,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,6,6.000131999999998,201.40265085058329,-6.521859566514234,0.5334999646246432,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,6,16.001409999999996,196.82992048637863,-6.521859566514234,0.41550005331635465,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,6,26.003213999999993,174.1007828977209,10.827598040551864,0.5095000351965426,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,7,7.000131999999998,198.98179548514383,-8.001270121015335,0.5295000161230563,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,7,17.001409999999996,195.21602225364754,-10.422125486454785,0.5345000113546847,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,7,27.003213999999993,174.36977929708075,10.962089225931837,0.5234999741613864,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,8,8.000131999999997,201.80612941693747,21.586950989435163,0.5075000609457492,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,8,18.001409999999996,196.42644192002444,-11.094584419483208,0.5275000418722628,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,8,28.003213999999993,169.12458999984767,9.213694797606514,0.4795000638067721,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,9,9.000131999999997,165.08983640167713,110.48610851229517,0.49750007048249234,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,9,19.001409999999996,198.04035618544117,-7.597794560789708,0.5115000094473361,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,9,29.003213999999993,150.56470420904043,48.08185780141778,0.3495000685751437,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.1,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,10,10.000131999999997,99.86125576717752,174.23527308105804,0.48749996080994595,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,10,20.001409999999996,200.32671335120068,3.968510009566265,0.4515000666677951,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,10,30.003213999999993,110.62060671197511,84.39467625849532,0.25549996748566617,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,11,11.000131999999997,15.265838221419399,203.689,0.4785000170767306,S112,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.1400498805276039,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,11,21.001409999999996,192.25719012217397,57.361800696821405,0.27250004664063443,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,11,31.003213999999993,50.502721183200045,100.26471830084607,0.22650004282593716,S121,0.6155,degraded,safe,degraded_tracking,2,38.45,nearest_center,0.21097651914047671,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,12,12.000131999999997,-76.99561196249704,184.99463204219845,0.4735000218451022,S070,0.7861,degraded,safe,full_tracking,7,21.39,nearest_center,0.2183444200527376,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,12,22.001409999999996,165.35881676835137,86.27756287424347,0.11650002852082242,S001,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,12,32.00321399999999,-17.281205000076145,99.72674955115477,0.2534999932348727,S109,0.7909,degraded,safe,full_tracking,10,20.91,nearest_center,0.2458475508544356,0.9,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,13,13.000131999999997,-153.7905006745026,133.34972826794723,0.4655000056326388,S048,0.7819,degraded,safe,full_tracking,11,21.81,nearest_center,0.37399935381203153,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,13,23.001409999999996,125.68369963796032,60.18613062044363,-0.0015000019967557066,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.1264292490866059,0.75,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,13,33.00321399999999,-83.18224055943278,79.14948696126226,0.3365000571310519,S062,0.5942,poor,safe,degraded_tracking,2,40.58,nearest_center,0.13156888062872252,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,14,14.000131999999997,-199.24875981913243,52.923568532296684,0.46249998465180386,S029,0.743,degraded,safe,full_tracking,14,25.7,bounds_contains,0.38,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,14,24.001409999999996,69.86955208220144,-2.3526100232601723,-0.059499970525503265,S132,0.8106,good,safe,full_tracking,9,18.94,nearest_center,0.30312991587268534,0.9,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,14,34.00321399999999,-135.90307381672378,45.52651225264121,0.45249999418854703,S043,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.13650087449683,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,15,15.000131999999997,-203.8214901833371,-37.58949123146583,0.45850003615021695,S001,0.7663,degraded,safe,full_tracking,13,23.37,nearest_center,0.23109588452859703,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,15,25.001409999999996,8.810226251680849,-78.47503604457663,-0.05250000104308139,S096,0.7653,degraded,safe,full_tracking,4,23.47,nearest_center,0.238006292686481,0.75,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,15,35.00321399999999,-166.43273823504836,8.810218736359463,0.5605000342428683,S043,0.8466,good,safe,full_tracking,11,15.34,nearest_center,0.7186682082632557,1.0,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,16,16.000131999999997,-166.83621680140251,-123.26084427252086,0.4565000618994235,S038,0.8215,good,safe,full_tracking,12,17.85,bounds_contains,0.7124999999999999,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,16,26.001409999999996,-46.465951552343874,-144.1070872290876,0.014500030428171051,S095,0.4962,poor,safe,weak_tracking,1,50.38,nearest_center,0.13821610860160133,0.75,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,16,36.00321399999999,-169.25707216684197,-22.660888488817754,0.6354999627172946,S042,0.8556,good,safe,full_tracking,10,14.44,bounds_contains,0.855,0.9,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,17,17.000131999999997,-95.42100756996716,-181.6303373770563,0.455500015169382,S064,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.1,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,17,27.001409999999996,-106.98731564747311,-164.41536945230587,0.1375000561773776,S052,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.17483798227447656,0.75,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,17,37.00321399999999,-145.04851851244746,-39.068903289031205,0.6614999856054782,S057,0.793,degraded,safe,full_tracking,10,20.7,nearest_center,0.5272002136951803,0.7,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,18,18.000131999999997,-4.907949309268924,-203.4180196333257,0.455500015169382,S064,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,18,28.001409999999996,-152.04210424209157,-139.53435686488294,0.2935000742971896,S037,0.8095,good,safe,full_tracking,13,19.05,bounds_contains,0.6649999999999999,0.7,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,18,38.00321399999999,-99.72474955115476,-37.186016673283056,0.6185000027716159,S057,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.18403610223834518,1.0,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,19,19.000131999999997,85.60511195755787,-185.79958917490677,0.4515000666677951,S064,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,19,29.001409999999996,-182.3027882937419,-80.89589141001608,0.47150004759430875,S039,0.7602,degraded,safe,full_tracking,13,23.98,nearest_center,0.2406976430966334,0.7,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,19,39.00321399999999,-35.3031220411921,-19.433084007012756,0.5295000161230563,S076,0.7206,degraded,safe,full_tracking,5,27.94,nearest_center,0.22765977142141264,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,20,20.000131999999997,158.4997292383872,-129.85094341946797,0.45050001993775357,S139,0.7477,degraded,safe,full_tracking,3,25.23,nearest_center,0.23108108624918508,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,20,30.001409999999996,-199.6522383854866,-19.83655856519553,0.6484999741613864,S026,0.7399,degraded,safe,full_tracking,15,26.01,bounds_contains,0.38,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,20,40.00321399999999,32.4808041420841,13.517435776751263,0.40750003710389127,S117,0.7684,degraded,safe,full_tracking,11,23.16,nearest_center,0.22677615800319278,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,21,21.000131999999997,198.04035618544117,-46.86943412686946,0.45050001993775357,S139,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,21,31.001409999999996,-199.6522383854866,13.651927964174089,0.8055000390112399,S027,0.8315,good,safe,full_tracking,19,16.85,bounds_contains,0.855,0.9,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,21,41.00321399999999,97.5748905850752,54.53747077319918,0.28149999037384976,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.1,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,22,22.000131999999997,195.61950082000172,44.98854350294991,0.4515000666677951,S139,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,22,32.00140999999999,-180.82337222800513,5.851396625314415,0.9175000275671481,S027,0.8605,good,safe,full_tracking,15,13.95,bounds_contains,0.95,1.0,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,22,42.00321399999999,143.9745970457505,97.57488256873238,0.18850005522370328,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,23,23.000131999999997,157.2892935393247,127.70106842070277,0.4515000666677951,S139,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,23,33.00140999999999,-149.35226850997788,-45.65900644414973,0.9795000638067721,S057,0.774,degraded,safe,full_tracking,8,22.6,nearest_center,0.2682177305445282,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,23,43.00321399999999,167.91415430078516,131.73583003521614,0.14649999991059293,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,24,24.000131999999997,88.29494768967157,182.573776676759,0.4515000666677951,S139,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,24,34.00140999999999,-104.96993083204502,-116.53624692589379,0.983500012308359,S060,0.7716,degraded,safe,full_tracking,9,22.84,bounds_contains,0.38,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,24,44.00321399999999,163.47592213626044,150.43019799301769,0.16450000658631314,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,25,25.000131999999997,-2.3526027584494993,201.13366246756624,0.45050001993775357,S112,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.15793128806451195,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,25,35.00140999999999,-54.26648239018212,-182.30279631008472,0.923500069528818,S060,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,25,45.00321399999999,132.27380680125023,149.21977832664078,0.24750007048249234,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,26,26.000131999999997,-92.19320308816216,179.88394094464527,0.44949997320771207,S070,0.7721,degraded,safe,full_tracking,7,22.79,nearest_center,0.2015261748190197,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,26,36.00140999999999,8.675734064258023,-203.14903926665147,0.8085000599920749,S060,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,26,46.00321399999999,78.47703604457664,128.77700592008537,0.361500033289194,S138,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,27,27.000131999999997,-166.29824003536842,120.8419808907386,0.4515000666677951,S047,0.7757,degraded,safe,full_tracking,14,22.43,nearest_center,0.3871432610050277,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,27,37.00140999999999,69.46608153219007,-183.37873380946732,0.6514999951422213,S060,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,27,47.00321399999999,12.172523922951523,97.97836113508656,0.4785000170767306,S109,0.7809,degraded,safe,full_tracking,10,21.91,nearest_center,0.3446507667264922,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,28,28.000131999999997,-204.8974276827197,36.381059540574704,0.45050001993775357,S014,0.7348,degraded,safe,full_tracking,15,26.52,nearest_center,0.3184726494765851,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,28,38.00140999999999,121.11097729009846,-122.18490677313825,0.4724999751150607,S133,0.7969,degraded,safe,full_tracking,3,20.31,nearest_center,0.20153808569130166,0.75,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,28,48.00321399999999,-56.283859189267396,58.168749813186956,0.5724999989569186,S079,0.7341,degraded,safe,full_tracking,12,26.59,nearest_center,0.2516420533211617,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,29,29.000131999999997,-198.8452972854639,-54.93894933955335,0.4485000456869601,S023,0.7713,degraded,safe,full_tracking,10,22.87,nearest_center,0.19452066481944952,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,29,39.00140999999999,162.53448283655774,-53.45953728198798,0.2935000742971896,S135,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.1,0.7,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,29,49.00321399999999,-115.86377997652255,24.14229653821174,0.608500012308359,S078,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.11001222787017617,0.9,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,30,30.000131999999997,-157.69077210567883,-135.09612470035822,0.4544999684393405,S037,0.7411,degraded,safe,full_tracking,16,25.89,bounds_contains,0.38,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,30,40.00140999999999,187.81895795764925,-2.4871019601722844,0.13150001421570767,S135,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,30,50.00321399999999,-155.26991674023938,1.1441796475502932,0.5844999636709689,S027,0.7613,degraded,safe,full_tracking,6,23.87,nearest_center,0.19607875580868162,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,31,31.000131999999997,-79.55096552761641,-188.22042850766059,0.45350004091858853,S064,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.1,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,31,41.00140999999999,202.6130705169602,4.7754613805282276,0.004500039964914215,S135,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,31,51.00321399999999,-171.005468599253,-5.04244851099171,0.5115000094473361,S042,0.8062,good,safe,full_tracking,11,19.38,bounds_contains,0.6649999999999999,0.7,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,32,32.000132,12.710491670599973,-202.2075999669488,0.44949997320771207,S064,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,32,42.00140999999999,196.0229793863559,-29.51997601878193,-0.0705000077188016,S135,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,32,52.00321399999999,-158.49771320570156,6.389364372962865,0.39050007715821256,S043,0.783,degraded,safe,full_tracking,9,21.7,nearest_center,0.3338919209418001,0.9,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,33,33.000132,102.82007186596546,-179.34396417861115,0.45050001993775357,S064,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,33,43.00140999999999,169.7970489328761,-92.59668165451635,-0.0824999724328519,S140,0.6122,degraded,safe,degraded_tracking,2,38.78,nearest_center,0.13522063822678473,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,33,53.00321399999999,-121.64693000710413,37.18801266511166,0.2665000046789645,S043,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.14073163958187662,1.0,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,34,34.000132,171.54544536528712,-111.69453619501489,0.4485000456869601,S140,0.7961,degraded,safe,full_tracking,3,20.39,nearest_center,0.379156652858661,0.75,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,34,44.00140999999999,134.1566934169984,-152.3110926251086,-0.03849994286894809,S139,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.20860371120080093,0.9,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,34,54.00321399999999,-66.23626101769943,78.20804766155958,0.15849996462464322,S080,0.7638,degraded,safe,full_tracking,10,23.62,nearest_center,0.31053985541593115,0.75,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,35,35.000132,201.40265085058329,-28.98200927317633,0.4485000456869601,S140,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,35,45.00140999999999,83.5877271421298,-179.0749838119369,0.06350005522370328,S139,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,35,55.00321399999999,2.623598124452686,117.34519604225935,0.10350001707673062,S110,0.74,degraded,safe,full_tracking,11,26.0,nearest_center,0.2607499571673908,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
WORKER_01,TAG_001,36,36.000132,193.33312762155657,62.203507419528904,0.4485000456869601,S140,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const4-trial3-tdoa2-traj1,mocap_ground_truth
WORKER_02,TAG_002,36,46.00140999999999,26.159683357725523,-159.57365872142697,0.21450007811188687,S113,0.3,poor,tracking_lost,no_tracking,0,70.0,nearest_center,0.1,0.4,1.0,const4-trial1-tdoa3-traj3,mocap_ground_truth
WORKER_03,TAG_003,36,56.00321399999999,71.75243869794959,151.77513189176017,0.111500033289194,S110,0.3,poor,tracking_lost,no_tracking,0,70.0,continuity_fallback,0.2,0.4,1.0,const1-trial5-tdoa2,mocap_ground_truth
